  0,9.4799e+03
  1,9.4799e+03
  2,5.2449e+03
  3,5.0843e+03
  4,5.0843e+03
  5,2.8277e+03
  6,2.8277e+03
  7,2.8277e+03
  8,2.8277e+03
  9,2.0447e+03
 10,2.0447e+03
 11,2.0447e+03
 12,2.0447e+03
 13,2.0447e+03
 14,2.0447e+03
 15,2.0447e+03
 16,2.0447e+03
 17,2.0447e+03
 18,2.0447e+03
 19,2.0447e+03
 20,2.0447e+03
 21,2.0447e+03
 22,2.0447e+03
 23,2.0447e+03
 24,2.0447e+03
 25,1.5176e+03
 26,1.5176e+03
 27,1.5176e+03
 28,1.4853e+03
 29,1.4617e+03
 30,1.4617e+03
 31,1.1887e+03
 32,8.8120e+02
 33,8.8120e+02
 34,8.8120e+02
 35,8.8120e+02
 36,8.8120e+02
 37,8.4497e+02
 38,8.4497e+02
 39,8.4347e+02
 40,8.4347e+02
 41,8.3156e+02
 42,8.1857e+02
 43,8.0679e+02
 44,7.5465e+02
 45,7.5465e+02
 46,7.5465e+02
 47,7.4331e+02
 48,7.4331e+02
 49,7.3986e+02
 50,7.3862e+02
 51,7.3737e+02
 52,7.3535e+02
 53,7.3521e+02
 54,7.3433e+02
 55,7.3272e+02
 56,7.3254e+02
 57,7.3228e+02
 58,7.3200e+02
 59,7.3199e+02
 60,7.3192e+02
 61,7.3176e+02
 62,7.3176e+02
 63,7.3164e+02
 64,7.3157e+02
 65,7.3157e+02
 66,7.3156e+02
 67,7.3153e+02
 68,7.3152e+02
 69,7.3149e+02
 70,7.3149e+02
 71,7.3149e+02
 72,7.3148e+02
 73,7.3147e+02
 74,7.3147e+02
 75,7.3147e+02
 76,7.3147e+02
 77,7.3147e+02
 78,7.3147e+02
 79,7.3147e+02
 80,7.3147e+02
 81,7.3147e+02
 82,7.3147e+02
 83,7.3146e+02
 84,7.3146e+02
 85,7.3146e+02
 86,7.3146e+02
 87,7.3146e+02
 88,7.3146e+02
 89,7.3146e+02
 90,7.3146e+02
 91,7.3146e+02
 92,7.3146e+02
 93,7.3146e+02
 94,7.3146e+02
 95,7.3146e+02
 96,7.3146e+02
 97,7.3146e+02
 98,7.3146e+02
 99,7.3146e+02
100,7.3146e+02
101,7.3146e+02
102,7.3146e+02
103,7.3145e+02
104,7.3145e+02
105,7.3145e+02
106,7.3145e+02
107,7.3145e+02
108,7.3145e+02
109,7.3145e+02
110,7.3145e+02
111,7.3145e+02
112,7.3145e+02
113,7.3145e+02
114,7.3145e+02
115,7.3145e+02
116,7.3145e+02
117,7.3145e+02
118,7.3145e+02
119,7.3145e+02
120,7.3145e+02
121,7.3145e+02
122,7.3145e+02
123,7.3145e+02
124,7.3145e+02
125,7.3145e+02
126,7.3145e+02
127,7.3145e+02
128,7.3145e+02
129,7.3145e+02
130,7.3145e+02
131,7.3145e+02
132,7.3145e+02
133,7.3145e+02
134,7.3145e+02
135,7.3145e+02
136,7.3145e+02
137,7.3145e+02
138,7.3145e+02
139,7.3145e+02
140,7.3145e+02
141,7.3145e+02
142,7.3145e+02
143,7.3145e+02
144,7.3145e+02
145,7.3145e+02
146,7.3145e+02
147,7.3145e+02
148,7.3145e+02
149,7.3145e+02
150,7.3145e+02
151,7.3145e+02
152,7.3145e+02
153,7.3145e+02
154,7.3145e+02
155,7.3145e+02
156,7.3145e+02
157,7.3145e+02
158,7.3145e+02
159,7.3145e+02
160,7.3145e+02
161,7.3145e+02
162,7.3145e+02
163,7.3145e+02
164,7.3145e+02
165,7.3145e+02
166,7.3145e+02
167,7.3145e+02
168,7.3145e+02
169,7.3145e+02
170,7.3145e+02
171,7.3145e+02
172,7.3145e+02
173,7.3145e+02
174,7.3145e+02
175,7.3145e+02
176,7.3145e+02
177,7.3145e+02
178,7.3145e+02
179,7.3145e+02
180,7.3145e+02
181,7.3145e+02
182,7.3145e+02
183,7.3145e+02
184,7.3145e+02
185,7.3145e+02
186,7.3145e+02
187,7.3145e+02
188,7.3145e+02
189,7.3145e+02
190,7.3145e+02
191,7.3145e+02
192,7.3145e+02
193,7.3145e+02
194,7.3145e+02
195,7.3145e+02
196,7.3145e+02
197,7.3145e+02
198,7.3145e+02
199,7.3145e+02
