  0,1.1633e-09
  1,1.1633e-09
  2,1.1633e-09
  3,8.0783e-08
  4,2.0258e-09
  5,1.6052e-08
  6,1.6052e-08
  7,1.6052e-08
  8,1.6052e-08
  9,1.6052e-08
 10,1.6052e-08
 11,1.6052e-08
 12,1.6052e-08
 13,1.6052e-08
 14,1.6052e-08
 15,1.6052e-08
 16,1.6052e-08
 17,1.6052e-08
 18,1.6052e-08
 19,1.1542e-08
 20,1.1542e-08
 21,1.1542e-08
 22,1.1542e-08
 23,1.1542e-08
 24,1.1542e-08
 25,1.1542e-08
 26,1.1542e-08
 27,1.1542e-08
 28,1.1542e-08
 29,1.1542e-08
 30,3.7592e-09
 31,3.7592e-09
 32,6.3637e-09
 33,6.3637e-09
 34,6.3637e-09
 35,6.3637e-09
 36,6.3637e-09
 37,6.3637e-09
 38,6.3637e-09
 39,6.3637e-09
 40,6.3637e-09
 41,6.3637e-09
 42,6.3637e-09
 43,6.3637e-09
 44,6.3637e-09
 45,6.3637e-09
 46,6.3637e-09
 47,6.3637e-09
 48,6.3637e-09
 49,5.5770e-09
 50,5.5770e-09
 51,5.5770e-09
 52,5.5770e-09
 53,7.6814e-09
 54,7.6814e-09
 55,7.6814e-09
 56,7.6814e-09
 57,7.6814e-09
 58,7.6814e-09
 59,7.6814e-09
 60,7.6814e-09
 61,7.6814e-09
 62,7.6814e-09
 63,8.8392e-09
 64,8.4682e-09
 65,7.5295e-09
 66,7.5295e-09
 67,7.5295e-09
 68,8.9273e-09
 69,8.9273e-09
 70,8.9273e-09
 71,8.9273e-09
 72,8.9273e-09
 73,9.2170e-09
 74,9.2170e-09
 75,7.6847e-09
 76,7.6847e-09
 77,7.5208e-09
 78,7.5208e-09
 79,7.7755e-09
 80,7.7755e-09
 81,7.9233e-09
 82,7.9233e-09
 83,7.9233e-09
 84,7.9233e-09
 85,7.5267e-09
 86,7.5267e-09
 87,7.5267e-09
 88,7.5724e-09
 89,7.6229e-09
 90,7.6302e-09
 91,7.6302e-09
 92,7.6302e-09
 93,7.6563e-09
 94,7.6563e-09
 95,7.6563e-09
 96,7.6563e-09
 97,7.6563e-09
 98,7.6563e-09
 99,7.6563e-09
100,7.6563e-09
101,7.6563e-09
102,7.6563e-09
103,7.6563e-09
104,7.6563e-09
105,7.6563e-09
106,7.6563e-09
107,7.6563e-09
108,7.6563e-09
109,7.6563e-09
110,7.6563e-09
111,7.6563e-09
112,7.6563e-09
113,7.6563e-09
114,7.6563e-09
115,7.6563e-09
116,7.6563e-09
117,7.6563e-09
118,7.6563e-09
119,7.6563e-09
120,7.6563e-09
121,7.6563e-09
122,7.6563e-09
123,7.6563e-09
124,7.6563e-09
125,7.6563e-09
126,7.6563e-09
127,7.6563e-09
128,7.6563e-09
129,7.6563e-09
130,7.6563e-09
131,7.6563e-09
132,7.6563e-09
133,7.6563e-09
134,7.6563e-09
135,7.6563e-09
136,7.6563e-09
137,7.6563e-09
138,7.6563e-09
139,7.6563e-09
140,7.6563e-09
141,7.6563e-09
142,7.6563e-09
143,7.6563e-09
144,7.6563e-09
145,7.6563e-09
146,7.6563e-09
147,7.6563e-09
148,7.6563e-09
149,7.6563e-09
150,7.6420e-09
151,7.6420e-09
152,7.6420e-09
153,7.6420e-09
154,7.6420e-09
155,7.6370e-09
156,7.6370e-09
157,7.6370e-09
158,7.6370e-09
159,7.6530e-09
160,7.6530e-09
161,7.6459e-09
162,7.6459e-09
163,7.6459e-09
164,7.6459e-09
165,7.6544e-09
166,7.6544e-09
167,7.6488e-09
168,7.6371e-09
169,7.6371e-09
170,7.6380e-09
171,7.6380e-09
172,7.6355e-09
173,7.6355e-09
174,7.6355e-09
175,7.6355e-09
176,7.6355e-09
177,7.6355e-09
178,7.6377e-09
179,7.6377e-09
180,7.6377e-09
181,7.6377e-09
182,7.6377e-09
183,7.6377e-09
184,7.6377e-09
185,7.6377e-09
186,7.6394e-09
187,7.6394e-09
188,7.6394e-09
189,7.6394e-09
190,7.6394e-09
191,7.6394e-09
192,7.6394e-09
193,7.6394e-09
194,7.6394e-09
195,7.6394e-09
196,7.6394e-09
197,7.6394e-09
198,7.6394e-09
199,7.6394e-09
